2016-05-17 01:55:47.734053	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 01:55:47.734200	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:05:22.768492	 0  1      0 6834508  19888 278540    0    0     0  3426  924 6361  5  2 75 18  0	
2016-05-17 02:05:27.768801	 0  1      0 6833376  19912 279664    0    0     0  3154  952 5941  5  2 75 18  0	
2016-05-17 02:05:32.769140	 0  1      0 6832508  19928 280752    0    0     0  3358  881 6388  5  2 75 18  0	
2016-05-17 02:05:37.769362	 1  0      0 6831640  19944 281712    0    0     0  3243  931 6165  5  2 75 18  0	
2016-05-17 02:05:42.769772	 0  1      0 6830772  19960 282548    0    0     0  2947  772 5219  4  2 75 19  0	
2016-05-17 02:05:47.770137	 0  1      0 6829624  19976 283504    0    0     0  3392 1027 6461  5  2 75 18  0	
2016-05-17 02:05:52.770447	 0  1      0 6828648  19992 284392    0    0     0  2970  829 5638  5  2 75 18  0	
2016-05-17 02:05:57.770844	 2  0      0 6827780  20008 285340    0    0     0  3343  892 6361  5  2 75 18  0	
2016-05-17 02:06:02.771152	 0  1      0 6826852  20024 286332    0    0     0  3416 1080 6538  5  2 75 17  0	
2016-05-17 02:06:07.771420	 0  1      0 6821224  20104 290420    0    0     1  6431 1538 5347  9  3 74 14  0	
2016-05-17 02:06:12.771735	 0  1      0 6828292  20128 283580    0    0     0  5821 1778 8872  7  3 69 22  0	
2016-05-17 02:06:17.772114	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:06:17.772173	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:06:17.772206	 1  1      0 6825232  20144 286596    0    0     0  3968 1558 7732  6  3 69 22  0	
2016-05-17 02:06:22.772443	 0  1      0 6823212  20160 288744    0    0     0  4506 1796 9304  7  3 68 21  0	
2016-05-17 02:06:27.772689	 1  1      0 6820980  20184 290224    0    0     0  4166 1705 8740  7  3 69 22  0	
2016-05-17 02:06:32.772961	 2  0      0 6819740  20200 291556    0    0     0  4043 1704 8651  7  3 69 22  0	
2016-05-17 02:06:37.773355	 0  1      0 6834868  20216 276468    0    0     0  3993 1740 8543  7  3 69 22  0	
2016-05-17 02:06:42.773666	 2  0      0 6834000  20232 277860    0    0     0  4440 1817 8870  7  3 68 22  0	
2016-05-17 02:06:47.774167	 0  1      0 6832636  20248 278980    0    0     0  3360 1560 7161  6  2 70 22  0	
2016-05-17 02:06:52.774396	 0  1      0 6831768  20264 280172    0    0     0  3966 1721 8445  7  3 68 22  0	
2016-05-17 02:06:57.774763	 2  0      0 6830528  20280 281424    0    0     0  3742 1524 7938  6  2 69 22  0	
2016-05-17 02:07:02.775088	 3  0      0 6829288  20296 282692    0    0     0  3876 1709 8271  7  3 69 22  0	
2016-05-17 02:07:07.775374	 1  0      0 6836220  20356 284384    0    0     0  6455 1821 7516  8  3 69 20  0	
2016-05-17 02:07:12.775670	 0  1      0 6816436  20424 292108    0    0     2  3634 1503 4630  8  3 77 12  0	
2016-05-17 02:07:17.775928	 0  1      0 6826232  20448 282752    0    0     0  5314 2175 10049  8  3 68 21  0	
2016-05-17 02:07:22.776191	 0  1      0 6823008  20464 285704    0    0     0  4632 2390 10739  8  4 68 21  0	
2016-05-17 02:07:27.776436	 0  1      0 6821024  20488 287396    0    0     0  4320 2097 10221  8  3 68 21  0	
2016-05-17 02:07:32.776715	 0  1      0 6819908  20504 288792    0    0     0  3956 2114 9645  7  3 68 21  0	
2016-05-17 02:07:37.777009	 4  0      0 6818668  20520 290136    0    0     0  3954 1920 9464  7  3 69 21  0	
2016-05-17 02:07:42.777256	 0  1      0 6817304  20536 291460    0    0     0  3916 1846 9287  7  3 69 21  0	
2016-05-17 02:07:47.777500	 1  1      0 6815568  20552 292800    0    0     0  4297 2235 9949  8  3 68 21  0	
2016-05-17 02:07:52.777750	 4  0      0 6830076  20568 277568    0    0     0  3438 1920 8454  6  3 69 22  0	
2016-05-17 02:07:57.778008	 0  1      0 6829456  20584 278660    0    0     0  3332 1842 8211  6  3 69 22  0	
2016-05-17 02:08:02.778217	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:08:02.778278	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:08:02.778311	 2  1      0 6828464  20600 280016    0    0     0  4151 2034 10018  7  3 68 21  0	
2016-05-17 02:08:07.778512	 4  0      0 6826480  20616 281484    0    0     0  4141 2244 10012  8  3 68 21  0	
2016-05-17 02:08:12.778803	 0  0      0 6839428  20692 283256    0    0     0  5340 1613 4398  9  3 77 11  0	
2016-05-17 02:08:17.779179	 0  1      0 6825532  20720 277708    0    0     0  5647 2236 10348  8  4 70 19  0	
2016-05-17 02:08:22.779424	 0  1      0 6821736  20736 281456    0    0     0  4290 2115 10259  7  3 69 21  0	
2016-05-17 02:08:27.779730	 0  1      0 6819132  20760 283692    0    0     0  3984 2221 10492  7  3 68 21  0	
2016-05-17 02:08:32.780022	 0  1      0 6817892  20776 285152    0    0     0  3694 2224 10235  7  3 68 21  0	
2016-05-17 02:08:37.780300	 0  1      0 6816652  20792 286572    0    0     0  4055 2488 11395  8  3 68 21  0	
2016-05-17 02:08:42.780583	 2  0      0 6815164  20808 288064    0    0     0  4258 2656 12027  9  3 67 21  0	
2016-05-17 02:08:47.780844	 3  0      0 6813056  20824 289472    0    0     0  4323 2460 11334  8  3 68 21  0	
2016-05-17 02:08:52.781044	 6  0      0 6812064  20840 290788    0    0     0  3873 2238 10415  8  3 68 21  0	
2016-05-17 02:08:57.781319	 0  1      0 6811072  20856 291952    0    0     0  3593 2138 9838  7  3 69 21  0	
2016-05-17 02:09:02.781707	 0  1      0 6809956  20872 293088    0    0     0  3210 2027 9018  7  3 69 21  0	
2016-05-17 02:09:07.781933	 0  1      0 6807956  20888 294352    0    0     0  3530 2212 9786  7  3 68 21  0	
2016-05-17 02:09:12.782197	 0  1      0 6823100  20904 279280    0    0     0  3843 2274 10591  7  3 69 21  0	
2016-05-17 02:09:17.782454	 1  1      0 6806416  20976 286164    0    0     0  6412 2054 5996 10  3 77 10  0	
2016-05-17 02:09:22.782742	 0  1      0 6814732  21000 277016    0    0     0  5058 2910 12478  9  4 67 21  0	
2016-05-17 02:09:27.782994	 0  1      0 6811384  21024 280280    0    0     0  4150 2879 12528  8  4 67 21  0	
2016-05-17 02:09:32.783299	 4  0      0 6809896  21040 282268    0    0     0  4294 3145 13839  9  4 66 21  0	
2016-05-17 02:09:37.783605	 0  1      0 6808160  21056 283876    0    0     0  4106 2844 13181  9  4 67 21  0	
2016-05-17 02:09:42.783864	 1  1      0 6806672  21072 285440    0    0     0  4141 2966 13421  9  4 67 20  0	
2016-05-17 02:09:47.784120	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:09:47.784178	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:09:47.784222	 1  1      0 6805060  21088 286924    0    0     0  4214 3118 13788  9  4 67 21  0	
2016-05-17 02:09:52.784377	 1  1      0 6803944  21104 288324    0    0     0  4332 2973 13055  8  4 67 21  0	
2016-05-17 02:09:57.784620	 6  1      0 6802564  21120 289716    0    0     0  3858 2789 12435  8  4 67 21  0	
2016-05-17 02:10:02.784939	 0  1      0 6800440  21144 291076    0    0     0  3838 2939 12576  9  4 67 21  0	
2016-05-17 02:10:07.785236	10  0      0 6798688  21160 292448    0    0     0  3654 2790 11892  8  4 67 21  0	
2016-05-17 02:10:12.785649	 0  1      0 6798100  21176 293684    0    0     0  3571 2725 11767  7  4 68 21  0	
2016-05-17 02:10:17.785877	 1  0      0 6832180  21220 284924    0    0     0  6242 2431 8421 11  3 70 16  0	
2016-05-17 02:10:22.786126	 0  1      0 6781652  21264 288352    0    0     0  4266 2687 10573  7  4 74 15  0	
2016-05-17 02:10:27.786380	 6  0      0 6792068  21288 276920    0    0     0  4368 3217 14039  8  5 66 21  0	
2016-05-17 02:10:32.786699	10  0      0 6790208  21304 279632    0    0     0  3900 3188 14088  9  4 66 21  0	
2016-05-17 02:10:37.786939	 3  0      0 6788456  21320 281320    0    0     0  3893 3377 15042  9  5 66 20  0	
2016-05-17 02:10:42.787181	 1  1      0 6786752  21336 282904    0    0     0  3990 3467 15632  9  5 66 20  0	
2016-05-17 02:10:47.787430	 0  1      0 6785000  21352 284452    0    0     0  3918 3421 15293  9  5 66 20  0	
2016-05-17 02:10:52.787757	 1  1      0 6784116  21368 285848    0    0     0  3897 3332 14978  9  5 66 21  0	
2016-05-17 02:10:57.788077	 3  0      0 6782752  21384 287212    0    0     0  3731 3068 13453  9  4 66 21  0	
2016-05-17 02:11:02.788430	 0  1      0 6781576  21400 288436    0    0     0  3709 3230 14473  9  4 66 21  0	
2016-05-17 02:11:07.788736	 0  1      0 6779808  21416 289976    0    0     0  3921 3596 15384  9  5 65 20  0	
2016-05-17 02:11:12.789023	 2  1      0 6778444  21432 291540    0    0     0  3889 3352 15086  9  5 66 21  0	
2016-05-17 02:11:17.789338	 0  1      0 6777312  21448 292784    0    0     0  3658 3285 14504  9  4 66 21  0	
2016-05-17 02:11:22.789669	 0  1      0 6746696  21528 280244    0    0     0  5967 2527 7541 10  4 75 10  0	
2016-05-17 02:11:27.790043	 5  0      0 6735296  21552 289788    0    0     0  5042 3727 17193  9  5 66 20  0	
2016-05-17 02:11:32.790309	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:11:32.790371	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:11:32.790405	 1  1      0 6731452  21568 293744    0    0     0  4221 3941 18578 10  6 65 19  0	
2016-05-17 02:11:37.790553	 0  1      0 6745712  21584 279780    0    0     0  3830 3925 18260 10  5 65 19  0	
2016-05-17 02:11:42.790840	11  0      0 6743976  21600 281540    0    0     0  4064 4121 19856 11  5 65 19  0	
2016-05-17 02:11:47.791085	 0  1      0 6741496  21616 283392    0    0     0  3962 4143 19816 11  6 65 19  0	
2016-05-17 02:11:52.791339	 0  1      0 6740364  21632 285012    0    0     0  3995 4066 19681 10  6 65 19  0	
2016-05-17 02:11:57.791615	 0  1      0 6738876  21648 286380    0    0     0  4159 4017 19009 11  5 65 19  0	
2016-05-17 02:12:02.791866	 0  1      0 6737700  21664 287576    0    0     0  3600 3814 18099 10  5 65 19  0	
2016-05-17 02:12:07.792114	 3  0      0 6735684  21680 289364    0    0     0  4087 4372 20245 12  6 64 19  0	
2016-05-17 02:12:12.792394	 0  1      0 6734568  21696 290860    0    0     0  3739 3866 18481 10  5 66 19  0	
2016-05-17 02:12:17.792626	 0  1      0 6733328  21712 292020    0    0     0  3426 3744 17233 10  5 65 19  0	
2016-05-17 02:12:22.792861	 1  0      0 6826636  21760 292496    0    0     0  6714 3679 16174  9  5 67 19  0	
2016-05-17 02:12:27.793106	 0  1      0 6826348  21808 282908    0    0     0  3109 1109 3052  8  2 79 10  0	
2016-05-17 02:12:32.793349	 0  1      0 6820564  21832 288932    0    0     0  3778  952 5227  4  2 75 19  0	
2016-05-17 02:12:37.793622	 1  0      0 6817940  21848 291668    0    0     0  3102  908 5182  4  2 75 19  0	
2016-05-17 02:12:42.793903	 1  0      0 6816476  21864 293604    0    0     0  2962  954 5314  4  2 75 19  0	
2016-05-17 02:12:47.794168	 0  1      0 6831092  21880 278432    0    0     0  3234  940 6012  5  2 75 18  0	
2016-05-17 02:12:52.794443	 1  0      0 6830720  21896 279544    0    0     0  3158  856 5986  5  2 75 18  0	
2016-05-17 02:12:57.794686	 0  1      0 6829712  21920 280484    0    0     0  3025  982 5687  5  2 75 18  0	
2016-05-17 02:13:02.794944	 1  0      0 6828596  21936 281460    0    0     0  3509 1106 6295  5  2 75 18  0	
2016-05-17 02:13:07.795229	 0  1      0 6827200  21952 282440    0    0     0  3307 1078 6278  5  2 75 18  0	
2016-05-17 02:13:12.795500	 0  1      0 6826844  21968 283424    0    0     0  3274  883 6266  5  2 75 18  0	
2016-05-17 02:13:17.795921	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:13:17.796014	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:13:17.796080	 1  1      0 6826084  21984 284384    0    0     0  3271 1101 6280  5  2 75 18  0	
2016-05-17 02:13:22.796176	 2  0      0 6824876  22000 285388    0    0     0  3490 1136 6628  5  2 75 18  0	
2016-05-17 02:13:27.796475	 0  1      0 6819884  22092 288948    0    0     0  6379 1634 5288  9  3 74 13  0	
2016-05-17 02:13:32.796853	 0  1      0 6826960  22116 281652    0    0     0  5310 1655 7881  6  3 69 22  0	
2016-05-17 02:13:37.797096	 0  1      0 6823916  22132 284932    0    0     0  3773 1499 7106  6  2 70 22  0	
2016-05-17 02:13:42.797368	 0  1      0 6821856  22148 287040    0    0     0  3852 1610 7923  6  3 69 22  0	
2016-05-17 02:13:47.797631	 0  1      0 6819840  22164 288620    0    0     0  4307 1874 9134  7  3 68 21  0	
