2016-05-17 01:55:44.050334	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 01:55:44.050454	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 01:57:14.055651	 0  1      0 6848372  17172 282024    0    0     0    15  106  113  0  0 100  0  0	
2016-05-17 01:57:19.056017	 0  1      0 6847480  17180 282052    0    0     0    29  203  197  0  0 100  0  0	
2016-05-17 01:57:24.056370	 1  1      0 6847496  17196 282064    0    0     0    37  141  131  0  0 100  0  0	
2016-05-17 01:57:29.056642	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 01:57:29.063143	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 01:57:29.063182	 1  1      0 6847240  17204 282088    0    0     0    31  141  133  0  0 100  0  0	
2016-05-17 01:57:34.056928	 0  1      0 6847240  17220 282112    0    0     0    25  128  135  0  0 100  0  0	
2016-05-17 01:57:39.057252	 1  1      0 6847364  17228 282124    0    0     0    23  108  105  0  0 100  0  0	
2016-05-17 01:57:44.057511	 0  2      0 6849576  17392 268616    0    0     2  8062  761 2232  3  1 89  6  0	
2016-05-17 01:57:49.057784	 0  2      0 6841144  17412 276932    0    0     0  4851 1188 6429  5  2 75 18  0	
2016-05-17 01:57:54.058025	 2  1      0 6837920  17432 280292    0    0     0  3946 1164 6787  5  2 75 18  0	
2016-05-17 01:57:59.058268	 1  1      0 6836060  17444 281904    0    0     0  3610 1049 6755  5  2 75 17  0	
2016-05-17 01:58:04.058543	 0  2      0 6834928  17460 282944    0    0     0  3680 1160 7003  5  2 75 17  0	
2016-05-17 01:58:09.058827	 0  2      0 6849808  17480 267696    0    0     0  3734 1210 7049  6  2 75 17  0	
2016-05-17 01:58:14.059135	 0  2      0 6849312  17496 268740    0    0     0  3830 1134 6748  5  2 75 18  0	
2016-05-17 01:58:19.059406	 0  2      0 6848320  17536 269728    0    0     0  3415 1145 6530  5  2 75 18  0	
2016-05-17 01:58:24.059668	 0  1      0 6847452  17576 270832    0    0     0  3788 1196 7247  6  2 75 17  0	
2016-05-17 01:58:29.059943	 0  2      0 6845964  17592 271948    0    0     0  3666 1033 7029  6  2 75 17  0	
2016-05-17 01:58:34.060213	 1  1      0 6845096  17608 272888    0    0     0  3226  942 6201  5  2 75 18  0	
2016-05-17 01:58:39.060564	 0  1      0 6844228  17624 273912    0    0     0  3255  992 6256  5  2 75 18  0	
2016-05-17 01:58:44.060810	 1  0      0 6845904  17668 279232    0    0    12  6284 1144 5210  7  2 75 16  0	
2016-05-17 01:58:49.061093	 1  1      0 6845916  17852 269752    0    0   436  4169 1654 5384  7  3 76 14  0	
2016-05-17 01:58:54.061337	 0  2      0 6840772  17876 275288    0    0     0  4404 1683 7587  6  3 70 22  0	
2016-05-17 01:58:59.061622	 1  1      0 6838432  17904 277692    0    0     0  4044 1696 8136  6  3 69 22  0	
2016-05-17 01:59:04.061895	 0  2      0 6836572  17920 279280    0    0     0  3653 1576 7692  6  3 69 22  0	
2016-05-17 01:59:09.062151	 0  1      0 6835332  17936 280924    0    0     0  4486 2105 9487  8  3 68 21  0	
2016-05-17 01:59:14.062432	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 01:59:14.062490	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 01:59:14.062522	 3  0      0 6833968  17952 282384    0    0     0  4318 1859 9156  7  3 69 21  0	
2016-05-17 01:59:19.062719	 0  1      0 6832604  17968 283788    0    0     0  4666 1893 9336  7  3 68 21  0	
2016-05-17 01:59:24.063004	 0  2      0 6831116  17980 285192    0    0     0  4274 1804 9052  7  3 69 22  0	
2016-05-17 01:59:29.063263	 0  2      0 6829256  17996 286760    0    0     0  4524 1896 9635  8  3 68 21  0	
2016-05-17 01:59:34.063548	 0  1      0 6843888  18016 271984    0    0     0  4575 1960 9742  7  3 68 21  0	
2016-05-17 01:59:39.063929	 0  1      0 6842152  18032 273540    0    0     0  4465 2031 9503  7  3 68 21  0	
2016-05-17 01:59:44.064227	 0  1      0 6840664  18048 275428    0    0     0  4388 1903 9304  7  3 68 21  0	
2016-05-17 01:59:49.064504	 0  1      0 6848968  18132 278520    0    0     0  5932 1739 5039 10  3 76 10  0	
2016-05-17 01:59:54.064783	 0  1      0 6838608  18160 274664    0    0     0  6410 2324 10220  8  4 68 20  0	
2016-05-17 01:59:59.065126	 1  1      0 6833764  18168 279364    0    0     0  4896 2458 10479  8  4 67 21  0	
2016-05-17 02:00:04.065535	 3  0      0 6831492  18184 281012    0    0     1  3446 1965 8323  7  3 68 21  0	
2016-05-17 02:00:09.065825	 0  1      0 6830012  18200 282472    0    0     0  3926 2315 9666  8  4 68 21  0	
2016-05-17 02:00:14.066093	 0  1      0 6828896  18216 283880    0    0     0  3903 2146 9606  7  3 68 21  0	
2016-05-17 02:00:19.066559	 0  1      0 6827780  18232 285116    0    0     0  3518 1932 8556  7  3 69 21  0	
2016-05-17 02:00:24.066879	 0  1      0 6826400  18248 286364    0    0     0  3922 1996 8927  7  3 69 21  0	
2016-05-17 02:00:29.067159	 1  1      0 6824912  18264 287592    0    0     0  3698 1973 8988  7  3 69 21  0	
2016-05-17 02:00:34.067538	 0  1      0 6839916  18280 272400    0    0     0  3570 1765 8536  6  3 69 21  0	
2016-05-17 02:00:39.067852	 2  1      0 6839048  18296 273704    0    0     0  3854 2118 9523  7  3 68 21  0	
2016-05-17 02:00:44.068159	 0  1      0 6837932  18312 274924    0    0     0  3622 2007 8943  7  3 69 22  0	
2016-05-17 02:00:49.068491	 0  1      0 6836196  18328 276176    0    0     0  3637 2132 9011  7  3 69 21  0	
2016-05-17 02:00:54.068762	 0  1      0 6823684  18412 283424    0    0     1  6575 1794 4785 10  3 77 10  0	
2016-05-17 02:00:59.069125	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:00:59.069211	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:00:59.069250	 1  1      0 6832876  18436 274496    0    0     0  4179 1730 8046  6  3 70 21  0	
2016-05-17 02:01:04.069448	 0  1      0 6827264  18716 278292    0    0   107  3774 2292 9193  7  4 66 23  0	
2016-05-17 02:01:09.069738	 0  1      0 6825420  18732 280388    0    0     0  3646 2285 9685  7  3 68 21  0	
2016-05-17 02:01:14.070054	 0  1      0 6824552  18748 281568    0    0     0  3120 2013 8761  7  3 69 22  0	
2016-05-17 02:01:19.070372	 0  1      0 6823188  18764 282856    0    0     0  3430 2195 9594  7  3 68 21  0	
2016-05-17 02:01:24.070656	 0  1      0 6822196  18780 283956    0    0     0  3418 1973 8775  6  3 69 22  0	
2016-05-17 02:01:29.070986	 5  0      0 6820616  18796 285136    0    0     0  3403 2170 9569  7  3 69 21  0	
2016-05-17 02:01:34.071272	 0  1      0 6819872  18812 286248    0    0     0  3222 2039 9040  6  3 69 22  0	
2016-05-17 02:01:39.071637	 1  0      0 6818632  18828 287432    0    0     0  3478 2090 9681  7  3 69 21  0	
2016-05-17 02:01:44.071925	 1  1      0 6817516  18844 288444    0    0     0  3043 1884 8498  6  3 70 22  0	
2016-05-17 02:01:49.072220	 0  1      0 6832056  18860 273372    0    0     0  3935 2623 11164  8  4 67 21  0	
2016-05-17 02:01:54.072516	 0  0      0 6848136  18936 275608    0    0     0  6449 2300 7252 11  4 70 15  0	
2016-05-17 02:01:59.072863	 0  1      0 6809328  18956 286208    0    0     0  5111 2500 10617  7  4 73 16  0	
2016-05-17 02:02:04.073136	 0  1      0 6820752  18980 274776    0    0     0  4655 2967 12874  9  4 67 21  0	
2016-05-17 02:02:09.073538	 0  1      0 6817512  18996 277488    0    0     0  3936 2947 12134  9  4 66 21  0	
2016-05-17 02:02:14.073847	11  0      0 6816148  19012 279308    0    0     0  4050 2980 13084  9  4 67 21  0	
2016-05-17 02:02:19.074284	 0  1      0 6814644  19028 280812    0    0     0  3943 2946 12726  9  4 67 21  0	
2016-05-17 02:02:24.074546	 2  1      0 6813032  19044 282248    0    0     0  3983 2909 12903  9  4 67 21  0	
2016-05-17 02:02:29.074850	 0  1      0 6811544  19068 283604    0    0     0  4349 3089 13344  9  4 66 21  0	
2016-05-17 02:02:34.075100	 0  2      0 6810428  19080 284920    0    0     0  3710 2806 12153  8  4 67 21  0	
2016-05-17 02:02:39.075476	 0  2      0 6808832  19096 286484    0    0     0  4162 3088 13621  9  4 66 20  0	
2016-05-17 02:02:44.075746	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:02:44.075833	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:02:44.075868	 2  1      0 6807344  19112 288024    0    0     0  4470 3315 14726 10  5 66 20  0	
2016-05-17 02:02:49.076078	 0  2      0 6805484  19132 289528    0    0     0  4196 2997 13458  9  4 67 20  0	
2016-05-17 02:02:54.076425	 7  0      0 6804244  19148 290808    0    0     0  3538 2741 11582  8  4 68 21  0	
2016-05-17 02:02:59.076851	 0  1      0 6795932  19244 277460    0    0     0  5695 1983 5093 10  4 76 10  0	
2016-05-17 02:03:04.077073	 0  1      0 6799032  19268 273416    0    0     0  6377 3868 17273 10  5 65 20  0	
2016-05-17 02:03:09.077378	 0  1      0 6795188  19284 277068    0    0     0  4482 3727 15960 10  5 65 20  0	
2016-05-17 02:03:14.077630	 6  0      0 6793336  19300 279396    0    0     0  4326 3601 16530 10  5 65 20  0	
2016-05-17 02:03:19.077941	 1  1      0 6791648  19316 281024    0    0     0  3944 3420 15388  9  4 66 20  0	
2016-05-17 02:03:24.078207	 0  1      0 6789772  19332 282620    0    0     0  4161 3712 16654 10  5 65 20  0	
2016-05-17 02:03:29.078535	 1  1      0 6788516  19356 284080    0    0     0  4386 3684 16392 10  5 65 20  0	
2016-05-17 02:03:34.078824	 1  1      0 6787260  19372 285620    0    0     0  4425 3725 16965 10  5 65 20  0	
2016-05-17 02:03:39.079174	 0  1      0 6785648  19388 286964    0    0     0  3886 3456 15416  9  5 66 20  0	
2016-05-17 02:03:44.079480	 7  0      0 6784160  19404 288372    0    0     0  3996 3483 15606 10  5 65 20  0	
2016-05-17 02:03:49.079874	 0  1      0 6782796  19420 289764    0    0     0  4021 3558 15877 10  5 65 20  0	
2016-05-17 02:03:54.080145	 0  1      0 6781556  19436 291260    0    0     0  4144 3702 16528 10  5 65 20  0	
2016-05-17 02:03:59.080489	 0  1      0 6846876  19476 274860    0    0     0  6599 3313 13933  9  5 66 21  0	
2016-05-17 02:04:04.080833	 0  1      0 6744896  19536 285116    0    0     1  4079 2572 8778 12  4 75  9  0	
2016-05-17 02:04:09.081098	 0  1      0 6752508  19560 277464    0    0     0  5377 4451 20241 12  6 64 19  0	
2016-05-17 02:04:14.081474	 0  1      0 6749524  19576 279976    0    0     0  4077 3958 18904 10  6 65 19  0	
2016-05-17 02:04:19.081744	 0  1      0 6747632  19592 281876    0    0     0  3990 4065 19606 10  6 65 19  0	
2016-05-17 02:04:24.082037	 0  1      0 6746128  19608 283236    0    0     0  3436 3653 17113  9  5 66 20  0	
2016-05-17 02:04:29.082183	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:04:29.082255	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:04:29.082287	 3  1      0 6744624  19632 284544    0    0     0  3983 4127 19856 10  6 65 19  0	
2016-05-17 02:04:34.082599	 0  1      0 6743384  19648 286140    0    0     0  4018 3780 17915 10  5 66 19  0	
2016-05-17 02:04:39.082887	 2  1      0 6741772  19664 287580    0    0     0  3354 3574 16781  9  5 66 20  0	
2016-05-17 02:04:44.083294	 1  0      0 6740284  19680 289000    0    0     0  3547 3786 18002 10  5 65 19  0	
2016-05-17 02:04:49.083613	 0  1      0 6738672  19696 290348    0    0     0  4018 4162 20036 10  6 65 19  0	
2016-05-17 02:04:54.083887	 0  1      0 6737556  19712 291752    0    0     0  3827 4010 19070 11  6 65 19  0	
2016-05-17 02:04:59.084164	 2  1      0 6751816  19728 276748    0    0     0  3562 3880 17935  9  5 66 20  0	
2016-05-17 02:05:04.084457	 1  0      0 6839532  19796 281948    0    0     0  6377 3001 10962 12  4 69 14  0	
2016-05-17 02:05:09.084739	 1  0      0 6825700  19832 286896    0    0     0  4051  954 4931  4  2 80 14  0	
2016-05-17 02:05:14.085033	 1  0      0 6837392  19856 275344    0    0     0  3894  821 5869  5  2 75 18  0	
2016-05-17 02:05:19.085381	 0  1      0 6835552  19872 277388    0    0     0  3680  857 6562  5  2 75 18  0	
2016-05-17 02:05:24.085654	 0  1      0 6834384  19888 278780    0    0     0  3186  878 5941  5  2 75 18  0	
2016-05-17 02:05:29.085989	 0  1      0 6833252  19912 279888    0    0     0  3281  936 6233  5  2 75 18  0	
2016-05-17 02:05:34.086262	 1  0      0 6832260  19928 280948    0    0     0  3344  902 6331  5  2 75 18  0	
2016-05-17 02:05:39.086572	 1  0      0 6831516  19944 281832    0    0     0  3486  922 6242  5  2 75 18  0	
2016-05-17 02:05:44.086865	 1  0      0 6830524  19960 282688    0    0     0  2697  810 5138  4  2 75 19  0	
2016-05-17 02:05:49.087209	 0  1      0 6829392  19976 283716    0    0     0  3443  976 6562  5  2 75 18  0	
2016-05-17 02:05:54.087618	 0  1      0 6828524  19992 284564    0    0     0  2899  814 5500  5  2 75 19  0	
2016-05-17 02:05:59.087925	 0  1      0 6827656  20008 285536    0    0     0  3441  990 6576  5  2 75 17  0	
2016-05-17 02:06:04.088215	 0  1      0 6826728  20024 286544    0    0     0  3475 1009 6660  5  2 75 17  0	
2016-05-17 02:06:09.088511	 0  1      0 6833996  20104 277944    0    0     1  7376 1834 6014 10  4 72 15  0	
2016-05-17 02:06:14.088917	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:06:14.089004	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:06:14.089037	 1  1      0 6827176  20128 284812    0    0     0  4993 1650 8370  7  3 69 22  0	
2016-05-17 02:06:19.089197	 0  1      0 6824876  20144 287088    0    0     0  4094 1654 8129  6  3 69 22  0	
2016-05-17 02:06:24.089493	 0  1      0 6822840  20160 289076    0    0     0  4379 1728 9086  7  3 68 21  0	
2016-05-17 02:06:29.089813	 2  0      0 6820608  20184 290412    0    0     0  4293 1771 9121  7  3 68 22  0	
2016-05-17 02:06:34.090089	 0  1      0 6819616  20200 291840    0    0     0  3880 1648 8289  7  3 69 22  0	
2016-05-17 02:06:39.090368	 0  1      0 6834744  20216 276756    0    0     0  4320 1780 8632  7  3 69 22  0	
2016-05-17 02:06:44.090657	 1  1      0 6833752  20232 278104    0    0     0  4130 1841 8830  7  3 69 22  0	
2016-05-17 02:06:49.090982	 0  1      0 6832512  20248 279200    0    0     0  3346 1518 7100  6  2 70 22  0	
2016-05-17 02:06:54.091286	 1  1      0 6831520  20264 280488    0    0     0  3968 1684 8421  7  3 69 22  0	
2016-05-17 02:06:59.091570	 2  0      0 6830156  20280 281860    0    0     0  3833 1569 8167  6  2 69 22  0	
2016-05-17 02:07:04.091854	 0  1      0 6829040  20308 282944    0    0     0  3891 1772 8330  7  3 69 22  0	
2016-05-17 02:07:09.092296	 0  0      0 6836552  20412 285760    0    0     2  6080 1825 5416 10  3 71 15  0	
2016-05-17 02:07:14.092683	 3  0      0 6830572  20432 278224    0    0     0  4395 1515 6799  5  3 75 17  0	
2016-05-17 02:07:19.092947	 0  1      0 6825116  20456 283812    0    0     0  5063 2261 10323  8  3 68 21  0	
2016-05-17 02:07:24.093241	 0  1      0 6822884  20472 286012    0    0     0  4357 2308 10315  8  3 68 21  0	
2016-05-17 02:07:29.093552	 0  1      0 6820652  20496 287640    0    0     0  4395 2134 10430  8  3 68 21  0	
2016-05-17 02:07:34.093865	 4  0      0 6819660  20512 289004    0    0     0  3956 2032 9566  7  3 68 21  0	
2016-05-17 02:07:39.094143	 2  0      0 6818296  20528 290412    0    0     0  3881 1908 9309  7  3 69 21  0	
2016-05-17 02:07:44.094589	 3  0      0 6816808  20544 291704    0    0     0  4333 1912 9665  7  3 69 21  0	
2016-05-17 02:07:49.094878	 1  1      0 6815072  20560 293004    0    0     0  3982 2233 9857  7  3 68 21  0	
2016-05-17 02:07:54.095177	 0  1      0 6829952  20576 277744    0    0     0  3038 1814 7575  6  3 69 22  0	
2016-05-17 02:07:59.095472	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:07:59.095547	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:07:59.095580	 1  1      0 6829332  20592 278884    0    0     0  3689 1934 9036  7  3 69 22  0	
2016-05-17 02:08:04.095890	 0  1      0 6828216  20608 280284    0    0     0  4240 2054 10156  8  4 68 20  0	
2016-05-17 02:08:09.096169	 0  1      0 6826480  20624 281644    0    0     0  3835 2165 9362  7  3 68 21  0	
2016-05-17 02:08:14.096615	 6  0      0 6816744  20696 286496    0    0     0  5958 1757 4776 10  3 77 10  0	
2016-05-17 02:08:19.097002	 0  1      0 6824448  20720 278724    0    0     0  5280 2119 10350  7  3 69 21  0	
2016-05-17 02:08:24.097283	 0  1      0 6821240  20736 281956    0    0     0  4192 2177 10414  7  3 69 21  0	
2016-05-17 02:08:29.097587	 3  0      0 6819008  20760 284056    0    0     0  4076 2286 10885  8  3 68 21  0	
2016-05-17 02:08:34.097964	 6  0      0 6817768  20776 285428    0    0     0  3594 2216 10021  7  3 68 21  0	
2016-05-17 02:08:39.098293	 6  0      0 6816528  20792 286860    0    0     0  4142 2589 11681  8  3 68 21  0	
2016-05-17 02:08:44.098579	 0  1      0 6814544  20808 288360    0    0     0  4484 2592 11909  9  4 67 20  0	
2016-05-17 02:08:49.098887	 0  1      0 6812932  20824 289740    0    0     0  4163 2371 11162  8  3 68 21  0	
2016-05-17 02:08:54.099174	 0  1      0 6811940  20840 291044    0    0     0  3597 2177 9990  7  3 69 21  0	
2016-05-17 02:08:59.099458	 0  1      0 6810824  20856 292204    0    0     0  3590 2188 9944  7  3 69 21  0	
2016-05-17 02:09:04.099759	 0  1      0 6809832  20872 293328    0    0     0  3260 2038 9168  7  3 69 21  0	
2016-05-17 02:09:09.100035	 0  1      0 6823472  20888 278272    0    0     0  3617 2271 9936  8  3 68 21  0	
2016-05-17 02:09:14.100356	 1  0      0 6833600  20928 285460    0    0     0  6808 2157 8852  9  3 70 18  0	
2016-05-17 02:09:19.100637	 0  1      0 6803688  20976 288600    0    0     0  3976 2326 8324  9  4 75 13  0	
2016-05-17 02:09:24.100916	 1  1      0 6814112  21000 277956    0    0     0  4527 2812 12001  8  4 67 21  0	
2016-05-17 02:09:29.101266	 5  0      0 6811136  21024 280824    0    0     0  4307 3045 13321  9  4 67 21  0	
2016-05-17 02:09:34.101536	 0  1      0 6809400  21040 282704    0    0     0  4257 3132 13860  9  4 66 20  0	
2016-05-17 02:09:39.101903	 0  1      0 6807912  21056 284184    0    0     0  4081 2813 13067  9  4 67 21  0	
2016-05-17 02:09:44.102193	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:09:44.102283	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:09:44.102333	 2  1      0 6806176  21072 285808    0    0     0  4207 3031 13655  9  4 66 20  0	
2016-05-17 02:09:49.102463	 0  1      0 6804688  21088 287244    0    0     0  4462 3051 13493  9  4 67 21  0	
2016-05-17 02:09:54.102851	 1  1      0 6803572  21104 288592    0    0     0  3923 2902 12728  8  4 67 21  0	
2016-05-17 02:09:59.103034	 0  1      0 6802192  21120 289920    0    0     0  3969 2875 12896  9  4 67 21  0	
2016-05-17 02:10:04.103312	 0  1      0 6800316  21144 291284    0    0     0  3686 2819 12055  9  4 67 21  0	
2016-05-17 02:10:09.103595	 0  1      0 6798580  21160 292768    0    0     0  3670 2845 12024  8  4 67 21  0	
2016-05-17 02:10:14.103881	 6  0      0 6797852  21176 293928    0    0     0  3610 2761 11853  7  4 68 21  0	
2016-05-17 02:10:19.104237	 0  0      0 6842124  21252 279224    0    0     0  5325 1923 5320  9  3 77 11  0	
2016-05-17 02:10:24.104505	 1  1      0 6780040  21280 290376    0    0     0  5300 3165 13578  8  5 67 20  0	
2016-05-17 02:10:29.104847	 0  1      0 6791820  21296 277636    0    0     0  4282 3294 14378  9  5 66 21  0	
2016-05-17 02:10:34.105122	 0  1      0 6789712  21312 280024    0    0     0  3874 3227 14410  9  4 66 21  0	
2016-05-17 02:10:39.105400	 0  1      0 6788256  21328 281648    0    0     0  3948 3437 15295  9  5 65 20  0	
2016-05-17 02:10:44.105693	 3  0      0 6786504  21344 283296    0    0     0  3886 3412 15289  9  5 66 20  0	
2016-05-17 02:10:49.105968	 6  0      0 6784876  21360 284776    0    0     0  4079 3489 15689  9  5 66 20  0	
2016-05-17 02:10:54.106254	 0  1      0 6783868  21376 286120    0    0     0  3874 3147 13982  9  4 66 21  0	
2016-05-17 02:10:59.106552	 0  1      0 6782444  21392 287448    0    0     0  3657 3181 14171  9  4 66 21  0	
2016-05-17 02:11:04.106899	 0  1      0 6781204  21408 288680    0    0     0  3752 3290 14717  9  4 66 21  0	
2016-05-17 02:11:09.107070	10  0      0 6779452  21424 290516    0    0     0  3793 3487 14869  9  5 66 21  0	
2016-05-17 02:11:14.107415	 0  1      0 6778320  21440 291816    0    0     0  3942 3421 15316 10  5 65 20  0	
2016-05-17 02:11:19.107684	 0  1      0 6776940  21456 293060    0    0     0  3697 3298 14670  9  4 66 21  0	
2016-05-17 02:11:24.108044	 0  1      0 6743348  21528 283176    0    0     0  6145 2451 7165 10  4 75 10  0	
2016-05-17 02:11:29.108141	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:11:29.108244	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:11:29.108310	 7  0      0 6734056  21552 291496    0    0     0  5021 3945 18438 10  6 65 19  0	
2016-05-17 02:11:34.108616	 0  1      0 6747076  21568 277956    0    0     0  3990 3901 17981 10  5 65 19  0	
2016-05-17 02:11:39.108890	 1  1      0 6745340  21584 280172    0    0     0  3958 4017 19150 10  5 65 19  0	
2016-05-17 02:11:44.109180	 4  0      0 6743604  21600 281876    0    0     0  4019 4123 19922 11  6 65 19  0	
2016-05-17 02:11:49.109454	 2  1      0 6741372  21616 283744    0    0     0  3881 4054 19290 10  6 65 19  0	
2016-05-17 02:11:54.109731	 0  1      0 6739992  21632 285288    0    0     0  4262 4025 19372 10  5 65 19  0	
2016-05-17 02:11:59.110036	 2  1      0 6738628  21648 286616    0    0     0  3885 4063 19412 11  5 65 19  0	
2016-05-17 02:12:04.110312	 5  0      0 6737560  21664 287828    0    0     0  3625 3842 18141 10  5 65 19  0	
2016-05-17 02:12:09.110589	 0  1      0 6735312  21680 289852    0    0     0  4115 4363 20281 12  5 64 19  0	
2016-05-17 02:12:14.110881	 0  1      0 6734320  21696 291092    0    0     0  3654 3862 18271 10  5 65 19  0	
2016-05-17 02:12:19.111231	 1  1      0 6733080  21712 292252    0    0     0  3386 3685 16954 10  5 66 20  0	
2016-05-17 02:12:24.111502	 1  0      0 6834232  21764 283444    0    0     0  6563 3131 11935 12  4 69 15  0	
2016-05-17 02:12:29.111880	 0  1      0 6824496  21808 284680    0    0     0  3380  916 4128  4  2 80 14  0	
2016-05-17 02:12:34.112278	 0  1      0 6819456  21832 290008    0    0     0  3694  986 5410  4  2 75 19  0	
2016-05-17 02:12:39.112704	 0  1      0 6817716  21848 292380    0    0     0  2916  867 4975  4  2 75 19  0	
2016-05-17 02:12:44.113133	 2  0      0 6816088  21864 293904    0    0     0  3031 1000 5525  4  2 75 19  0	
2016-05-17 02:12:49.113598	 0  1      0 6831092  21880 278772    0    0     0  3306  884 6201  5  2 75 18  0	
2016-05-17 02:12:54.114103	 0  1      0 6830456  21896 279748    0    0     0  3038  857 5708  5  2 75 19  0	
2016-05-17 02:12:59.114459	 2  0      0 6829588  21920 280660    0    0     0  3354 1069 5996  5  2 75 18  0	
2016-05-17 02:13:04.114834	 0  1      0 6828580  21936 281648    0    0     0  3246 1017 6198  5  2 75 18  0	
2016-05-17 02:13:09.115193	 0  1      0 6827340  21952 282664    0    0     0  3394 1069 6449  5  2 75 18  0	
2016-05-17 02:13:14.115481	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:13:14.115556	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:13:14.115589	 1  1      0 6826828  21968 283604    0    0     0  3085  933 5904  5  2 75 18  0	
2016-05-17 02:13:19.115876	 0  1      0 6825836  21984 284564    0    0     0  3470 1158 6603  5  2 75 17  0	
2016-05-17 02:13:24.116161	 0  1      0 6824752  22000 285584    0    0     0  3427 1070 6542  5  2 75 18  0	
2016-05-17 02:13:29.116482	 0  1      0 6817032  22092 292204    0    0     0  7021 1794 5546 10  3 73 14  0	
2016-05-17 02:13:34.116767	 2  0      0 6825968  22116 282884    0    0     0  4942 1699 8050  6  3 69 22  0	
2016-05-17 02:13:39.117113	 0  1      0 6823296  22132 285576    0    0     0  3754 1489 7307  6  2 69 22  0	
2016-05-17 02:13:44.117405	 0  1      0 6821592  22148 287388    0    0     0  3796 1630 7900  6  3 69 22  0	
