2016-05-17 01:55:50.295334	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 01:55:50.295398	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:02:45.322382	 4  1      0 6806972  19124 288368    0    0     0  4439 3240 14508  9  4 66 20  0	
2016-05-17 02:02:50.322768	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:02:50.322864	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:02:50.322897	 1  1      0 6805236  19140 289816    0    0     0  4200 3058 13535  9  4 67 20  0	
2016-05-17 02:02:55.323019	 1  0      0 6850832  19156 273092    0    0     0  3429 2772 11258  8  4 68 21  0	
2016-05-17 02:03:00.323292	 0  1      0 6790972  19252 282472    0    0     0  6721 2157 6589 11  4 75 10  0	
2016-05-17 02:03:05.323580	 0  1      0 6798288  19276 274268    0    0     0  5398 3620 15961  9  5 66 20  0	
2016-05-17 02:03:10.323870	 0  1      0 6794940  19292 277548    0    0     0  4576 3871 16815 10  5 65 20  0	
2016-05-17 02:03:15.324151	 0  1      0 6792840  19308 279668    0    0     0  4112 3451 15704  9  5 65 20  0	
2016-05-17 02:03:20.324516	 3  1      0 6791136  19324 281328    0    0     0  4138 3641 16373 10  5 65 20  0	
2016-05-17 02:03:25.324799	 0  1      0 6789632  19340 282884    0    0     0  4186 3666 16554  9  5 65 20  0	
2016-05-17 02:03:30.325074	 1  1      0 6788376  19364 284384    0    0     0  4363 3683 16289 10  5 65 20  0	
2016-05-17 02:03:35.325348	 0  1      0 6786764  19380 285904    0    0     0  4360 3671 16859 10  5 65 20  0	
2016-05-17 02:03:40.325633	 1  1      0 6785400  19396 287268    0    0     0  3876 3421 15213 10  5 65 20  0	
2016-05-17 02:03:45.325900	 0  1      0 6784160  19412 288672    0    0     0  4043 3545 15935  9  5 66 20  0	
2016-05-17 02:03:50.326307	 0  1      0 6782548  19428 290088    0    0     0  4008 3594 15864 10  5 65 20  0	
2016-05-17 02:03:55.326628	 0  1      0 6797056  19444 275168    0    0     0  4198 3766 16708 10  5 65 20  0	
2016-05-17 02:04:00.326921	 1  0      0 6839840  19492 283220    0    0     0  6670 2639 9802 11  4 69 16  0	
2016-05-17 02:04:05.327280	 1  1      0 6741176  19544 288176    0    0     1  4577 3347 14000 10  5 72 13  0	
2016-05-17 02:04:10.327596	13  0      0 6751888  19568 277876    0    0     0  4728 4299 19430 11  6 64 19  0	
2016-05-17 02:04:15.327843	 4  0      0 6749152  19584 280372    0    0     0  4072 3990 19108 10  6 65 19  0	
2016-05-17 02:04:20.328156	 1  1      0 6747260  19600 282200    0    0     0  3665 3814 18185 10  5 66 19  0	
2016-05-17 02:04:25.328732	 0  1      0 6746004  19616 283452    0    0     0  3724 3912 18498 10  5 66 19  0	
2016-05-17 02:04:30.329016	 2  0      0 6744252  19640 284884    0    0     0  3964 4129 19780 11  6 65 19  0	
2016-05-17 02:04:35.329523	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:04:35.329642	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:04:35.329701	 1  1      0 6743012  19656 286372    0    0     0  3980 3733 17755 10  5 66 20  0	
2016-05-17 02:04:40.329822	 8  0      0 6741524  19672 287900    0    0     0  3306 3548 16673  9  5 66 20  0	
2016-05-17 02:04:45.330093	 0  1      0 6740036  19688 289268    0    0     0  3660 3871 18432 10  5 65 19  0	
2016-05-17 02:04:50.330389	 1  0      0 6738424  19704 290624    0    0     0  4033 4187 20099 11  6 65 19  0	
2016-05-17 02:04:55.330685	 0  1      0 6737060  19720 292028    0    0     0  3792 3992 18901 10  6 65 19  0	
2016-05-17 02:05:00.330999	 0  1      0 6751816  19736 276960    0    0     0  3490 3798 17602  9  5 66 20  0	
2016-05-17 02:05:05.331273	 1  0      0 6843688  19828 278560    0    0     0  5586 2267 6831 10  4 77 10  0	
2016-05-17 02:05:10.331580	 0  1      0 6824220  19856 288204    0    0     0  4870  917 5906  5  2 74 18  0	
2016-05-17 02:05:15.331894	 0  1      0 6836656  19872 276208    0    0     0  3974  884 6335  5  2 75 18  0	
2016-05-17 02:05:20.332289	 0  1      0 6834932  19888 278004    0    0     0  3514  847 6369  5  2 75 18  0	
2016-05-17 02:05:25.332545	 0  1      0 6834136  19904 279132    0    0     0  3323  927 6220  5  2 75 18  0	
2016-05-17 02:05:30.332884	 0  1      0 6832880  19928 280336    0    0     0  3239  904 6164  5  2 75 18  0	
2016-05-17 02:05:35.333186	 0  1      0 6832012  19944 281116    0    0     0  3203  903 6078  5  2 75 18  0	
2016-05-17 02:05:40.333514	 0  1      0 6831268  19960 282076    0    0     0  3525  885 6323  5  2 75 18  0	
2016-05-17 02:05:45.333821	 0  1      0 6830400  19976 283036    0    0     0  2753  877 5247  4  2 75 19  0	
2016-05-17 02:05:50.334149	 0  1      0 6829268  19992 283884    0    0     0  3433  957 6515  5  2 75 18  0	
2016-05-17 02:05:55.334443	 0  1      0 6828400  20008 284984    0    0     0  2937  859 5583  5  2 75 18  0	
2016-05-17 02:06:00.334757	 1  0      0 6827284  20024 285912    0    0     0  3408  987 6517  5  2 75 18  0	
2016-05-17 02:06:05.335053	 0  1      0 6826480  20040 286740    0    0     0  3409  953 6540  5  2 75 17  0	
2016-05-17 02:06:10.335353	 0  1      0 6831764  20112 280448    0    0     1  7975 2016 6607 10  4 70 16  0	
2016-05-17 02:06:15.335617	 1  1      0 6826596  20136 285340    0    0     0  4455 1616 7939  6  3 69 22  0	
2016-05-17 02:06:20.335927	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:06:20.335999	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:06:20.336043	 1  1      0 6824148  20152 287980    0    0     0  4391 1716 8839  7  3 69 22  0	
2016-05-17 02:06:25.336242	 0  1      0 6822468  20168 289336    0    0     0  4278 1727 8919  7  3 68 22  0	
2016-05-17 02:06:30.336575	 0  1      0 6820484  20192 290816    0    0     0  4194 1718 8935  7  3 68 22  0	
2016-05-17 02:06:35.337021	 0  1      0 6819368  20208 292096    0    0     0  3950 1723 8458  7  3 69 22  0	
2016-05-17 02:06:40.337345	 0  1      0 6834496  20224 276976    0    0     0  4406 1760 8805  7  3 69 22  0	
2016-05-17 02:06:45.337617	 0  1      0 6833380  20240 278352    0    0     0  3967 1841 8491  7  3 69 22  0	
2016-05-17 02:06:50.337942	 0  1      0 6832264  20256 279452    0    0     0  3449 1550 7301  6  2 69 22  0	
2016-05-17 02:06:55.338415	 0  1      0 6831272  20272 280732    0    0     0  3945 1632 8366  7  3 69 22  0	
2016-05-17 02:07:00.339043	 1  1      0 6830032  20288 281960    0    0     0  3810 1568 8132  6  3 69 22  0	
2016-05-17 02:07:05.339331	 0  1      0 6828792  20316 283232    0    0     0  3864 1809 8280  7  3 69 22  0	
2016-05-17 02:07:10.339607	 0  1      0 6822140  20424 286560    0    0     2  5398 1544 3830  9  3 77 11  0	
2016-05-17 02:07:15.339989	 0  1      0 6828712  20448 280140    0    0     0  5434 1874 8739  7  3 69 21  0	
2016-05-17 02:07:20.340291	 0  1      0 6824496  20464 284756    0    0     0  4970 2324 10725  8  3 68 21  0	
2016-05-17 02:07:25.340567	 1  1      0 6822388  20480 286344    0    0     0  4232 2252 10117  8  3 68 21  0	
2016-05-17 02:07:30.340853	 0  1      0 6820652  20504 287996    0    0     0  4334 2183 10381  8  3 68 21  0	
2016-05-17 02:07:35.341137	 1  1      0 6819412  20520 289316    0    0     0  3829 1927 9215  7  3 69 21  0	
2016-05-17 02:07:40.341470	 0  1      0 6818048  20536 290656    0    0     0  3858 1877 9242  7  3 69 21  0	
2016-05-17 02:07:45.341745	 0  1      0 6816684  20552 292004    0    0     0  4478 2094 10157  8  4 68 21  0	
2016-05-17 02:07:50.342104	 0  1      0 6814948  20568 293308    0    0     0  3854 2106 9421  7  3 68 21  0	
2016-05-17 02:07:55.342384	 0  1      0 6829828  20584 277952    0    0     0  3074 1882 7734  6  3 69 22  0	
2016-05-17 02:08:00.342655	 4  0      0 6829332  20600 279192    0    0     0  3871 1996 9449  7  3 69 21  0	
2016-05-17 02:08:05.342746	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:08:05.342831	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:08:05.342933	 0  1      0 6827968  20616 280528    0    0     0  4149 1959 9915  8  3 68 20  0	
2016-05-17 02:08:10.343277	 0  1      0 6839040  20648 280596    0    0     0  6498 2078 8665  7  3 69 21  0	
2016-05-17 02:08:15.343562	 4  0      0 6813752  20704 289620    0    0     0  3768 1851 5551 10  3 77 10  0	
2016-05-17 02:08:20.343860	 0  1      0 6823084  20728 280148    0    0     0  4962 2174 10579  7  3 69 21  0	
2016-05-17 02:08:25.344173	 0  1      0 6820620  20744 282364    0    0     0  4027 2157 10263  7  3 69 21  0	
2016-05-17 02:08:30.344453	 0  1      0 6818636  20768 284336    0    0     0  3978 2215 10710  7  3 69 21  0	
2016-05-17 02:08:35.344737	 0  1      0 6817396  20784 285704    0    0     0  3719 2375 10515  8  3 68 21  0	
2016-05-17 02:08:40.345065	 6  0      0 6816032  20800 287156    0    0     0  4133 2576 11665  8  3 68 21  0	
2016-05-17 02:08:45.345376	 0  1      0 6814296  20816 288660    0    0     0  4457 2529 11732  8  4 68 20  0	
2016-05-17 02:08:50.345651	 0  1      0 6812684  20832 290028    0    0     0  4070 2313 10888  8  3 68 21  0	
2016-05-17 02:08:55.345952	 0  1      0 6811692  20848 291224    0    0     0  3627 2225 10087  7  3 68 21  0	
2016-05-17 02:09:00.346260	 0  1      0 6810576  20864 292452    0    0     0  3543 2187 9844  7  3 69 21  0	
2016-05-17 02:09:05.346538	 0  1      0 6809460  20880 293572    0    0     0  3294 2027 9249  7  3 69 21  0	
2016-05-17 02:09:10.346832	 1  1      0 6823596  20896 278524    0    0     0  3714 2386 10273  8  3 68 21  0	
2016-05-17 02:09:15.347220	 0  0      0 6841820  20972 280844    0    0     0  5894 1914 6217 10  3 74 13  0	
2016-05-17 02:09:20.347498	 0  1      0 6801828  20992 290828    0    0     0  5225 2650 11279  8  4 71 18  0	
2016-05-17 02:09:25.347779	 0  1      0 6813492  21016 279232    0    0     0  4226 2767 11902  8  3 68 21  0	
2016-05-17 02:09:30.348063	 0  1      0 6810764  21040 281288    0    0     0  4359 3120 13694  9  4 66 21  0	
2016-05-17 02:09:35.348340	 7  0      0 6809152  21056 282968    0    0     0  4127 3015 13518  9  4 66 21  0	
2016-05-17 02:09:40.348914	 4  0      0 6807540  21072 284584    0    0     0  4150 2789 13161  9  4 67 20  0	
2016-05-17 02:09:45.349274	 4  0      0 6806052  21088 286108    0    0     0  4115 3096 13535  9  4 66 20  0	
2016-05-17 02:09:50.349554	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:09:50.349629	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:09:50.349671	 1  1      0 6804440  21104 287528    0    0     0  4435 3023 13314  8  4 67 21  0	
2016-05-17 02:09:55.349842	 0  1      0 6803308  21120 288912    0    0     0  4030 2985 13148  9  4 66 21  0	
2016-05-17 02:10:00.350112	 0  1      0 6801820  21136 290264    0    0     0  3942 2878 12799  9  4 67 21  0	
2016-05-17 02:10:05.350468	 0  1      0 6800192  21152 291520    0    0     0  3636 2762 11952  8  4 67 21  0	
2016-05-17 02:10:10.350762	 4  0      0 6798580  21168 293012    0    0     0  3575 2794 11687  8  4 67 21  0	
2016-05-17 02:10:15.351073	 0  1      0 6797464  21184 294260    0    0     0  3560 2738 11739  7  3 68 21  0	
2016-05-17 02:10:20.351358	 0  1      0 6787232  21264 283140    0    0     0  5925 2103 5872 10  4 77 10  0	
2016-05-17 02:10:25.351754	 0  1      0 6778180  21288 291496    0    0     0  4980 3112 13729  8  4 66 21  0	
2016-05-17 02:10:30.352022	 1  1      0 6791324  21304 278152    0    0     0  4237 3365 14702  9  5 66 21  0	
2016-05-17 02:10:35.352336	 0  1      0 6789572  21320 280328    0    0     0  3768 3214 14317  9  4 66 21  0	
2016-05-17 02:10:40.352741	 0  1      0 6787744  21336 281980    0    0     0  3998 3469 15592  9  5 65 20  0	
2016-05-17 02:10:45.353071	10  0      0 6786116  21352 283600    0    0     0  3802 3351 14913  9  5 66 21  0	
2016-05-17 02:10:50.353371	 0  1      0 6784736  21368 285060    0    0     0  4219 3555 16108 10  5 65 20  0	
2016-05-17 02:10:55.353679	 0  1      0 6783372  21384 286396    0    0     0  3682 3050 13296  8  4 66 21  0	
2016-05-17 02:11:00.353957	 0  1      0 6782320  21400 287692    0    0     0  3702 3231 14487  9  4 66 21  0	
2016-05-17 02:11:05.354358	 0  1      0 6781064  21416 288936    0    0     0  3799 3332 14897  9  4 66 21  0	
2016-05-17 02:11:10.354617	 0  1      0 6779188  21432 290768    0    0     0  3806 3461 14772  9  4 66 21  0	
2016-05-17 02:11:15.354938	 0  1      0 6777932  21448 292076    0    0     0  3861 3369 15068  9  4 66 21  0	
2016-05-17 02:11:20.355220	 1  0      0 6819460  21488 298232    0    0     0  6669 3067 11950 11  4 68 18  0	
2016-05-17 02:11:25.355499	 0  1      0 6740248  21536 285992    0    0     0  3618 2833 10745  8  5 74 13  0	
2016-05-17 02:11:30.355778	 0  1      0 6732940  21560 292800    0    0     0  4836 4075 19172 10  6 65 19  0	
2016-05-17 02:11:35.356047	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:11:35.356124	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:11:35.356175	 2  1      0 6746704  21576 278444    0    0     0  3758 3770 17357 10  5 66 20  0	
2016-05-17 02:11:40.356424	 0  1      0 6744844  21592 280556    0    0     0  4078 4142 19790 11  5 65 19  0	
2016-05-17 02:11:45.356744	16  0      0 6743356  21608 282204    0    0     0  3997 4114 19972 11  6 65 19  0	
2016-05-17 02:11:50.357019	 0  1      0 6741108  21624 284060    0    0     0  3910 4091 19361 11  6 65 19  0	
2016-05-17 02:11:55.357286	16  0      0 6739868  21640 285520    0    0     0  4274 4018 19354 10  5 65 19  0	
2016-05-17 02:12:00.357565	 0  1      0 6738380  21656 286876    0    0     0  3750 3965 18836 11  5 65 19  0	
2016-05-17 02:12:05.357994	 0  1      0 6737188  21672 288084    0    0     0  3694 3879 18502 10  5 66 19  0	
2016-05-17 02:12:10.358313	 0  1      0 6735188  21688 290112    0    0     0  3981 4272 19654 12  5 64 19  0	
2016-05-17 02:12:15.358591	 0  1      0 6733948  21704 291320    0    0     0  3649 3859 18238 10  5 65 19  0	
2016-05-17 02:12:20.358902	 0  1      0 6732832  21720 292524    0    0     0  3398 3698 17032  9  5 66 20  0	
2016-05-17 02:12:25.359422	 0  0      0 6841920  21804 277856    0    0     0  5783 2392 7707 10  3 76 10  0	
2016-05-17 02:12:30.359694	 1  1      0 6822884  21832 286260    0    0     0  4125  923 5035  4  2 75 19  0	
2016-05-17 02:12:35.360171	 1  0      0 6818712  21848 290764    0    0     0  3546  994 5436  5  2 75 19  0	
2016-05-17 02:12:40.360699	 0  1      0 6817220  21864 292904    0    0     0  2969  884 5172  4  2 75 19  0	
2016-05-17 02:12:45.361258	 0  1      0 6815592  21880 294312    0    0     0  3158 1031 5788  5  2 75 18  0	
2016-05-17 02:12:50.361642	 0  1      0 6831092  21896 278976    0    0     0  3211  878 6048  5  2 75 18  0	
2016-05-17 02:12:55.362115	 1  0      0 6830084  21912 280148    0    0     0  3069  858 5782  5  2 75 18  0	
2016-05-17 02:13:00.362702	 0  1      0 6829464  21936 280996    0    0     0  3444 1099 6158  5  2 75 18  0	
2016-05-17 02:13:05.363155	 0  1      0 6828208  21952 281968    0    0     0  3034  959 5813  5  2 75 18  0	
2016-05-17 02:13:10.363675	 1  0      0 6827216  21968 282860    0    0     0  3530 1059 6696  6  2 75 17  0	
2016-05-17 02:13:15.364046	 0  1      0 6826828  21984 283752    0    0     0  3188  984 6122  5  2 75 18  0	
2016-05-17 02:13:20.364496	procs -----------memory---------- ---swap-- -----io---- --system-- -----cpu-----
2016-05-17 02:13:20.364603	 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
2016-05-17 02:13:20.364668	 1  1      0 6825712  22000 284784    0    0     0  3514 1232 6673  6  2 75 17  0	
2016-05-17 02:13:25.364673	 0  1      0 6824628  22016 285752    0    0     0  3370 1016 6417  5  2 75 18  0	
2016-05-17 02:13:30.365092	 1  1      0 6830052  22100 278716    0    0     0  7610 1978 6029 10  4 71 15  0	
2016-05-17 02:13:35.365397	 0  1      0 6825224  22124 283588    0    0     0  4385 1605 7619  6  3 69 22  0	
2016-05-17 02:13:40.365704	 0  1      0 6822924  22140 285972    0    0     0  3658 1477 7279  6  2 70 22  0	
2016-05-17 02:13:45.366035	 0  1      0 6821096  22156 287632    0    0     0  4014 1737 8424  7  3 69 22  0	
2016-05-17 02:13:50.366466	 1  1      0 6819328  22172 289164    0    0     0  4326 1863 9175  7  3 68 22  0	
